,Open,High,Low,Close,Volume
03/06/2025 10:15,48,50,52,52,1840
03/06/2025 10:45,50,50,50,48,4564
03/06/2025 11:00,50,50,48,48,1988
03/06/2025 11:15,50,50,48,50,4796
03/06/2025 11:30,50,54,50,52,2889
03/06/2025 13:45,50,48,52,48,3302
03/06/2025 14:00,48,50,52,52,3811
03/06/2025 14:15,52,56,54,54,2560
03/06/2025 14:30,54,54,54,54,2020
03/06/2025 14:45,54,56,52,52,4366
03/06/2025 15:00,52,54,52,46,4898
03/06/2025 21:15,24,42,52,52,7313
03/06/2025 21:30,50,56,50,56,2370
03/06/2025 21:45,56,54,52,54,2437
03/06/2025 22:00,54,52,52,54,1551
03/06/2025 22:15,52,54,54,52,1801
03/06/2025 22:30,52,52,50,52,593
03/06/2025 22:45,52,52,50,52,719
03/06/2025 23:00,52,50,52,52,1128
04/06/2025 09:15,52,54,52,54,3114
04/06/2025 09:30,54,56,58,56,2277
04/06/2025 09:45,54,58,56,56,1199
04/06/2025 10:00,56,56,60,64,-5780
04/06/2025 10:15,66,62,64,60,-7959
04/06/2025 10:45,60,60,62,62,38017
04/06/2025 11:00,64,64,60,62,1242
04/06/2025 11:15,62,64,60,60,2605
04/06/2025 11:30,58,66,58,66,1903
04/06/2025 13:45,66,62,64,62,3223
04/06/2025 14:00,62,64,62,64,1531
04/06/2025 14:15,66,64,62,66,3102
04/06/2025 14:30,66,66,66,64,3028
04/06/2025 14:45,64,68,66,62,3826
04/06/2025 15:00,62,64,58,58,3528
04/06/2025 21:15,62,58,58,60,5241
04/06/2025 21:30,60,62,64,60,1910
04/06/2025 21:45,60,60,58,60,1074
04/06/2025 22:00,60,58,56,58,695
04/06/2025 22:15,58,60,56,56,867
04/06/2025 22:30,56,58,56,56,518
04/06/2025 22:45,56,58,56,58,1221
04/06/2025 23:00,58,54,52,58,1262
05/06/2025 09:15,58,56,50,48,4309
05/06/2025 09:30,48,52,52,54,964
05/06/2025 09:45,52,52,50,52,1688
05/06/2025 10:00,54,54,54,56,17478
05/06/2025 10:15,56,56,52,54,28816
05/06/2025 10:45,54,58,54,54,1257
05/06/2025 11:00,54,56,52,52,1985
05/06/2025 11:15,52,54,52,54,33655
05/06/2025 11:30,54,54,50,54,1621
05/06/2025 13:45,56,52,50,52,4009
05/06/2025 14:00,54,58,50,58,1983
05/06/2025 14:15,58,54,56,56,45280
05/06/2025 14:30,56,56,54,54,1309
05/06/2025 14:45,54,54,54,54,1144
05/06/2025 15:00,56,52,54,58,52702
05/06/2025 21:15,52,52,46,52,8304
05/06/2025 21:30,50,56,48,52,5513
05/06/2025 21:45,50,56,52,52,3595
05/06/2025 22:00,52,52,50,52,2258
05/06/2025 22:15,52,52,50,52,945
05/06/2025 22:30,52,54,52,50,1220
05/06/2025 22:45,50,54,52,54,1009
05/06/2025 23:00,54,54,54,54,2434
06/06/2025 09:15,52,58,50,56,6399
06/06/2025 09:30,58,58,54,56,1854
06/06/2025 09:45,54,52,52,52,790
06/06/2025 10:00,52,54,48,54,1384
06/06/2025 10:15,52,56,52,50,1879
06/06/2025 10:45,50,54,50,50,5265
06/06/2025 11:00,52,52,54,54,1679
06/06/2025 11:15,54,54,54,52,786
06/06/2025 11:30,52,50,50,52,3143
06/06/2025 13:45,52,52,48,50,5254
06/06/2025 14:00,50,52,52,50,1356
06/06/2025 14:15,48,50,48,46,2952
06/06/2025 14:30,46,54,50,52,2130
06/06/2025 14:45,52,52,50,50,1087
06/06/2025 15:00,50,52,56,58,1935
06/06/2025 21:15,58,54,52,54,8317
06/06/2025 21:30,56,56,56,58,1690
06/06/2025 21:45,58,58,54,56,1983
06/06/2025 22:00,56,56,54,54,676
06/06/2025 22:15,56,54,52,52,1181
06/06/2025 22:30,52,54,52,54,1355
06/06/2025 22:45,54,54,54,52,474
06/06/2025 23:00,54,54,56,58,1065
09/06/2025 09:15,62,52,58,50,6706
09/06/2025 09:30,50,50,48,52,1386
09/06/2025 09:45,52,54,48,50,30731
09/06/2025 10:00,50,50,50,50,1976
09/06/2025 10:15,50,52,50,48,3035
09/06/2025 10:45,50,50,48,50,1678
09/06/2025 11:00,52,54,50,54,1243
09/06/2025 11:15,54,58,54,56,3223
09/06/2025 11:30,58,60,58,64,3608
09/06/2025 13:45,48,60,52,60,9415
09/06/2025 14:00,60,60,60,62,6812
09/06/2025 14:15,62,60,62,60,4626
09/06/2025 14:30,60,62,64,60,2815
09/06/2025 14:45,60,62,60,62,3526
09/06/2025 15:00,62,62,60,62,3913
09/06/2025 21:15,50,58,62,62,6641
09/06/2025 21:30,62,62,62,62,3064
09/06/2025 21:45,62,62,60,62,1618
09/06/2025 22:00,62,62,62,66,931
09/06/2025 22:15,66,68,66,70,774
09/06/2025 22:30,70,66,68,68,305
09/06/2025 22:45,68,66,66,68,304
09/06/2025 23:00,68,68,66,64,747
10/06/2025 09:15,66,70,66,70,2344
10/06/2025 09:30,70,68,66,68,955
10/06/2025 09:45,68,70,66,68,1143
10/06/2025 10:00,68,68,68,68,1681
10/06/2025 10:15,68,68,66,68,1124
10/06/2025 10:45,68,68,66,66,2698
10/06/2025 11:00,66,68,68,68,1206
10/06/2025 11:15,68,70,66,68,1018
10/06/2025 11:30,68,68,66,62,1317
10/06/2025 13:45,66,66,62,64,5046
10/06/2025 14:00,64,64,64,64,1673
10/06/2025 14:15,66,64,64,66,1377
10/06/2025 14:30,64,62,64,64,1115
10/06/2025 14:45,64,66,62,62,48498
10/06/2025 15:00,62,68,66,70,1549
10/06/2025 21:15,62,60,56,66,11288
10/06/2025 21:30,66,64,62,64,2150
10/06/2025 21:45,64,66,62,64,2023
10/06/2025 22:00,64,62,62,64,784
10/06/2025 22:15,64,62,62,62,550
10/06/2025 22:30,62,64,64,64,162
10/06/2025 22:45,64,62,66,66,657
10/06/2025 23:00,64,66,66,62,714
11/06/2025 09:15,64,64,62,60,4207
11/06/2025 09:30,60,62,60,64,1538
11/06/2025 09:45,64,66,62,62,915
11/06/2025 10:00,62,64,62,64,1778
11/06/2025 10:15,64,66,64,66,1227
11/06/2025 10:45,66,66,64,66,603
11/06/2025 11:00,68,68,64,66,1006
11/06/2025 11:15,66,64,62,66,711
11/06/2025 11:30,66,64,64,66,1552
11/06/2025 13:45,64,64,64,68,748
11/06/2025 14:00,66,66,66,68,908
11/06/2025 14:15,64,66,64,64,785
11/06/2025 14:30,64,66,62,64,3493
11/06/2025 14:45,64,64,64,64,1867
11/06/2025 15:00,64,68,62,68,2156
11/06/2025 21:15,80,66,60,62,8824
11/06/2025 21:30,62,64,52,54,4502
11/06/2025 21:45,54,56,54,56,2109
11/06/2025 22:00,56,56,56,56,679
11/06/2025 22:15,56,58,58,58,644
11/06/2025 22:30,58,58,56,60,528
11/06/2025 22:45,60,58,56,60,496
11/06/2025 23:00,60,60,58,60,1481
12/06/2025 09:15,62,62,60,64,2934
12/06/2025 09:30,64,66,62,64,929
12/06/2025 09:45,64,66,66,68,1032
12/06/2025 10:00,68,66,60,62,1776
12/06/2025 10:15,62,62,62,62,1197
12/06/2025 10:45,62,66,62,66,37515
12/06/2025 11:00,66,62,62,62,709
12/06/2025 11:15,62,64,64,60,2534
12/06/2025 11:30,58,60,58,58,1776
12/06/2025 13:45,58,62,58,58,2515
12/06/2025 14:00,58,60,60,58,49041
12/06/2025 14:15,58,62,54,58,3778
12/06/2025 14:30,56,56,56,56,1464
12/06/2025 14:45,54,56,54,54,-10749
12/06/2025 15:00,54,60,52,52,3035
12/06/2025 21:15,64,60,58,58,6779
12/06/2025 21:30,58,62,56,58,2423
12/06/2025 21:45,58,60,58,58,5946
12/06/2025 22:00,58,60,58,62,2963
12/06/2025 22:15,60,62,64,64,3462
12/06/2025 22:30,62,64,62,64,3862
12/06/2025 22:45,62,64,62,62,1859
12/06/2025 23:00,62,64,62,64,1372
13/06/2025 09:15,80,66,76,74,8920
13/06/2025 09:30,74,72,70,68,2794
13/06/2025 09:45,68,72,66,68,1566
13/06/2025 10:00,68,74,74,72,1329
13/06/2025 10:15,74,76,74,74,1638
13/06/2025 10:45,74,80,74,84,6967
13/06/2025 11:00,86,80,76,76,2725
13/06/2025 11:15,76,78,74,74,2426
13/06/2025 11:30,76,76,74,78,2043
13/06/2025 13:45,78,76,76,76,3698
13/06/2025 14:00,76,78,74,76,888
13/06/2025 14:15,76,78,74,76,2061
13/06/2025 14:30,76,78,78,78,82240
13/06/2025 14:45,78,80,76,74,1103
13/06/2025 15:00,74,76,74,72,2826
13/06/2025 21:15,76,74,72,72,9422
13/06/2025 21:30,74,76,72,76,3166
13/06/2025 21:45,76,78,72,78,2026
13/06/2025 22:00,78,76,74,76,17748
13/06/2025 22:15,74,78,72,72,2840
13/06/2025 22:30,72,80,70,80,4357
13/06/2025 22:45,80,80,78,78,1038
13/06/2025 23:00,80,78,78,76,2365
16/06/2025 09:15,80,82,74,82,7767
16/06/2025 09:30,82,82,78,78,1657
16/06/2025 09:45,80,82,80,82,1715
16/06/2025 10:00,84,82,78,80,1220
16/06/2025 10:15,82,80,80,78,4133
16/06/2025 10:45,78,80,82,82,4190
16/06/2025 11:00,84,86,88,88,1522
16/06/2025 11:15,86,88,84,82,1363
16/06/2025 11:30,84,82,76,78,1587
16/06/2025 13:45,78,76,74,74,3678
16/06/2025 14:00,74,78,74,76,1855
16/06/2025 14:15,76,76,74,74,1274
16/06/2025 14:30,74,78,72,80,1282
16/06/2025 14:45,78,80,78,78,2152
16/06/2025 15:00,80,80,80,74,4324
16/06/2025 21:15,80,80,70,70,9188
16/06/2025 21:30,70,68,70,66,3681
16/06/2025 21:45,66,72,68,70,2851
16/06/2025 22:00,70,68,64,64,4033
16/06/2025 22:15,62,64,60,62,4575
16/06/2025 22:30,62,64,56,58,7607
16/06/2025 22:45,56,58,58,58,4834
16/06/2025 23:00,58,68,58,68,3226
17/06/2025 09:15,64,64,60,58,6506
17/06/2025 09:30,58,62,56,58,1535
17/06/2025 09:45,58,58,56,58,2481
17/06/2025 10:00,60,58,56,60,1718
17/06/2025 10:15,60,58,58,62,3134
17/06/2025 10:45,60,60,62,64,2107
17/06/2025 11:00,64,66,60,60,2176
17/06/2025 11:15,60,60,60,60,2213
17/06/2025 11:30,60,62,60,60,1090
17/06/2025 13:45,62,64,58,60,2251
17/06/2025 14:00,60,60,60,58,1134
17/06/2025 14:15,58,60,56,56,2186
17/06/2025 14:30,56,54,54,52,2371
17/06/2025 14:45,52,54,52,52,1092
17/06/2025 15:00,52,54,56,58,2907
17/06/2025 21:15,50,58,52,58,8266
17/06/2025 21:30,58,58,58,54,5464
17/06/2025 21:45,54,56,56,56,2568
17/06/2025 22:00,56,56,54,52,1595
17/06/2025 22:15,54,54,54,56,1169
17/06/2025 22:30,56,54,54,52,1259
17/06/2025 22:45,52,54,52,54,2158
17/06/2025 23:00,56,52,52,44,1965
18/06/2025 09:15,50,58,52,54,10126
18/06/2025 09:30,54,56,54,54,3840
18/06/2025 09:45,54,52,50,50,1852
18/06/2025 10:00,48,50,50,52,2267
18/06/2025 10:15,50,54,50,48,2005
18/06/2025 10:45,50,54,54,56,950
18/06/2025 11:00,56,54,54,54,1549
18/06/2025 11:15,54,54,48,52,2572
18/06/2025 11:30,52,50,50,46,2111
18/06/2025 13:45,46,48,48,50,3616
18/06/2025 14:00,50,54,48,52,2696
18/06/2025 14:15,52,54,54,54,1954
18/06/2025 14:30,54,54,54,54,1466
18/06/2025 14:45,54,56,58,56,1119
18/06/2025 15:00,56,56,56,52,2188
18/06/2025 21:15,52,60,58,60,22118
18/06/2025 21:30,58,62,58,60,11739
18/06/2025 21:45,60,62,60,62,5723
18/06/2025 22:00,60,60,58,60,13604
18/06/2025 22:15,62,60,56,58,13634
18/06/2025 22:30,58,60,56,56,7064
18/06/2025 22:45,58,58,60,58,4553
18/06/2025 23:00,56,56,56,62,4900
19/06/2025 09:15,60,58,54,54,16824
19/06/2025 09:30,54,54,50,50,4049
19/06/2025 09:45,52,50,48,50,4516
19/06/2025 10:00,50,54,50,52,1955
19/06/2025 10:15,52,52,48,54,3371
19/06/2025 10:45,54,52,50,50,5807
19/06/2025 11:00,50,52,48,48,5494
19/06/2025 11:15,48,50,46,48,5339
19/06/2025 11:30,50,50,48,48,3490
19/06/2025 13:45,50,50,48,48,3587
19/06/2025 14:00,48,48,48,48,3201
19/06/2025 14:15,48,48,48,48,3597
19/06/2025 14:30,48,48,50,50,2314
19/06/2025 14:45,46,50,48,48,4654
19/06/2025 15:00,48,46,46,46,3552
19/06/2025 21:15,40,50,40,40,28068
19/06/2025 21:30,40,38,38,38,7623
19/06/2025 21:45,38,40,38,38,8855
19/06/2025 22:00,38,40,38,38,4332
19/06/2025 22:15,40,38,36,40,3658
19/06/2025 22:30,40,40,40,40,-110
19/06/2025 22:45,42,42,40,40,2540
19/06/2025 23:00,40,40,40,40,4817
20/06/2025 09:15,44,42,38,38,8367
20/06/2025 09:30,38,36,36,34,2962
20/06/2025 09:45,36,38,34,40,7560
20/06/2025 10:00,38,40,40,40,8947
20/06/2025 10:15,40,42,38,40,4589
20/06/2025 10:45,38,36,36,38,4381
20/06/2025 11:00,38,40,34,36,9718
20/06/2025 11:15,34,34,20,28,51015
20/06/2025 11:30,28,28,26,28,14158
20/06/2025 13:45,28,28,26,28,22471
20/06/2025 14:00,28,28,26,28,8602
20/06/2025 14:15,26,26,28,30,8374
20/06/2025 14:30,30,30,34,34,12799
20/06/2025 14:45,36,36,34,34,253
20/06/2025 15:00,34,36,32,36,126
20/06/2025 21:15,6,46,26,44,196812
20/06/2025 21:30,48,48,50,50,54177
20/06/2025 21:45,52,50,46,48,37349
20/06/2025 22:00,42,48,44,48,94521
20/06/2025 22:15,50,34,50,34,36200
20/06/2025 22:30,32,36,34,38,12182
20/06/2025 22:45,38,36,32,34,25998
20/06/2025 23:00,36,30,28,32,19431
23/06/2025 09:15,32,32,36,32,33144
23/06/2025 09:30,28,30,26,28,8531
23/06/2025 09:45,28,30,30,30,7701
23/06/2025 10:00,30,28,24,26,6797
23/06/2025 10:15,24,26,22,22,20712
23/06/2025 10:45,24,26,26,28,12404
23/06/2025 11:00,28,28,28,28,9745
23/06/2025 11:15,30,28,26,24,9228
23/06/2025 11:30,24,28,22,24,9539
23/06/2025 13:45,24,26,24,26,5630
23/06/2025 14:00,24,26,24,28,14426
23/06/2025 14:15,26,28,24,24,12359
23/06/2025 14:30,22,24,24,18,12779
23/06/2025 14:45,18,12,18,10,11828
23/06/2025 15:00,10,0,8,0,312
23/06/2025 21:15,8,6,0,2,56983
23/06/2025 21:30,0,0,0,2,34044
23/06/2025 21:45,2,4,0,4,22765
23/06/2025 22:00,4,4,-2,0,21553
23/06/2025 22:15,0,2,6,10,16103
23/06/2025 22:30,8,12,14,12,9555
23/06/2025 22:45,12,10,12,10,11958
23/06/2025 23:00,10,10,12,12,11997
24/06/2025 09:15,10,8,4,8,38424
24/06/2025 09:30,6,12,8,10,17076
24/06/2025 09:45,10,12,6,4,12487
24/06/2025 10:00,4,6,6,6,4642
24/06/2025 10:15,6,0,4,4,10481
24/06/2025 10:45,4,4,2,4,15441
24/06/2025 11:00,4,2,-4,0,13451
24/06/2025 11:15,0,0,0,4,8389
24/06/2025 11:30,4,4,0,0,10210
24/06/2025 13:45,2,-2,4,-2,6853
24/06/2025 14:00,-2,0,2,4,4720
24/06/2025 14:15,4,4,2,0,8057
24/06/2025 14:30,6,10,8,12,14051
24/06/2025 14:45,12,12,16,16,11678
24/06/2025 15:00,16,16,14,12,11063
24/06/2025 21:15,10,10,12,16,48181
24/06/2025 21:30,16,16,12,10,18825
24/06/2025 21:45,10,10,16,16,16492
24/06/2025 22:00,16,18,16,16,9418
24/06/2025 22:15,16,18,18,18,6115
24/06/2025 22:30,18,18,18,18,2314
24/06/2025 22:45,18,18,16,16,5268
24/06/2025 23:00,18,18,18,16,10315
25/06/2025 09:15,18,18,12,12,22015
25/06/2025 09:30,12,14,14,14,9467
25/06/2025 09:45,12,16,14,18,7817
25/06/2025 10:00,16,18,18,16,4846
25/06/2025 10:15,16,18,18,16,7385
25/06/2025 10:45,16,20,18,20,8363
25/06/2025 11:00,18,20,18,18,7408
25/06/2025 11:15,20,20,20,20,7682
25/06/2025 11:30,18,24,20,26,13807
25/06/2025 13:45,26,24,22,18,5728
25/06/2025 14:00,18,20,18,22,9780
25/06/2025 14:15,22,20,20,20,7991
25/06/2025 14:30,22,20,18,20,8931
25/06/2025 14:45,22,18,18,16,1141
25/06/2025 15:00,16,16,14,12,1148
25/06/2025 21:15,22,10,18,4,22292
25/06/2025 21:30,4,8,8,10,10764
25/06/2025 21:45,8,10,12,12,6839
25/06/2025 22:00,12,10,8,6,10055
25/06/2025 22:15,6,8,6,6,12696
25/06/2025 22:30,6,6,6,10,-101
25/06/2025 22:45,10,12,12,12,7471
25/06/2025 23:00,12,12,12,14,7034
26/06/2025 09:15,14,14,12,14,12606
26/06/2025 09:30,16,12,14,8,9856
26/06/2025 09:45,10,10,8,8,5948
26/06/2025 10:00,8,8,10,12,3044
26/06/2025 10:15,10,10,18,14,3916
26/06/2025 10:45,20,18,18,16,6927
26/06/2025 11:00,16,18,18,18,7679
26/06/2025 11:15,18,24,18,18,6936
26/06/2025 11:30,20,18,18,16,5679
26/06/2025 13:45,18,18,14,14,6003
26/06/2025 14:00,16,18,16,18,10338
26/06/2025 14:15,18,18,16,18,6244
26/06/2025 14:30,16,20,20,20,5621
26/06/2025 14:45,20,18,18,20,6178
26/06/2025 15:00,20,20,18,18,-59
26/06/2025 21:15,16,24,16,24,29207
26/06/2025 21:30,24,22,18,20,9627
26/06/2025 21:45,20,20,18,16,9531
26/06/2025 22:00,16,20,18,20,12641
26/06/2025 22:15,18,20,18,18,7797
26/06/2025 22:30,18,18,20,18,2451
26/06/2025 22:45,20,20,18,16,8421
26/06/2025 23:00,16,18,20,18,5335
27/06/2025 09:15,22,20,20,20,31799
27/06/2025 09:30,22,24,20,20,11830
27/06/2025 09:45,22,26,18,22,12392
27/06/2025 10:00,24,24,22,26,3837
27/06/2025 10:15,28,26,22,28,9153
27/06/2025 10:45,28,28,26,28,12037
27/06/2025 11:00,26,26,26,24,6056
27/06/2025 11:15,24,26,22,26,4035
27/06/2025 11:30,26,26,22,24,9829
27/06/2025 13:45,24,24,22,22,7081
27/06/2025 14:00,24,24,22,22,7100
27/06/2025 14:15,22,24,20,24,6556
27/06/2025 14:30,24,24,22,22,5820
27/06/2025 14:45,22,22,20,22,5578
27/06/2025 15:00,20,22,20,20,10619
27/06/2025 21:15,16,18,14,16,27476
27/06/2025 21:30,16,18,14,18,10240
27/06/2025 21:45,18,18,16,18,7909
27/06/2025 22:00,18,16,16,18,6229
27/06/2025 22:15,16,16,16,14,8806
27/06/2025 22:30,14,18,16,16,1149
27/06/2025 22:45,16,16,16,14,3261
27/06/2025 23:00,14,14,14,18,7943
30/06/2025 09:15,16,14,12,14,18080
30/06/2025 09:30,14,20,14,16,10584
30/06/2025 09:45,18,18,16,20,7711
30/06/2025 10:00,20,20,16,20,3830
30/06/2025 10:15,20,22,20,20,8456
30/06/2025 10:45,20,22,20,22,4942
30/06/2025 11:00,20,22,20,20,7310
30/06/2025 11:15,20,22,20,24,6370
30/06/2025 11:30,22,22,20,18,4907
30/06/2025 13:45,18,20,18,18,1606
30/06/2025 14:00,18,16,16,16,13363
30/06/2025 14:15,14,16,14,14,6707
30/06/2025 14:30,12,16,12,12,30527
30/06/2025 14:45,12,12,12,10,22219
30/06/2025 15:00,8,26,10,12,30487
30/06/2025 21:15,10,12,8,12,25290
30/06/2025 21:30,12,12,10,10,10684
30/06/2025 21:45,10,12,8,10,11999
30/06/2025 22:00,8,12,6,12,10057
30/06/2025 22:15,12,12,10,10,3851
30/06/2025 22:30,10,10,8,8,1336
30/06/2025 22:45,10,8,6,4,6351
30/06/2025 23:00,6,8,8,8,8321
01/07/2025 09:15,10,10,6,8,7959
01/07/2025 09:30,10,10,8,6,5949
01/07/2025 09:45,6,6,4,4,7393
01/07/2025 10:00,4,6,6,6,2699
01/07/2025 10:15,6,8,8,10,4428
01/07/2025 10:45,10,12,8,14,6447
01/07/2025 11:00,12,12,10,10,5166
01/07/2025 11:15,10,12,12,12,4310
01/07/2025 11:30,12,14,12,10,8110
01/07/2025 13:45,12,14,12,12,1148
01/07/2025 14:00,12,10,10,10,7039
01/07/2025 14:15,10,10,6,4,8062
01/07/2025 14:30,4,8,6,8,3260
01/07/2025 14:45,8,8,4,4,414
01/07/2025 15:00,4,6,4,4,4722
01/07/2025 21:15,2,2,0,2,-3200
01/07/2025 21:30,0,6,4,8,-2257
01/07/2025 21:45,8,8,10,8,-801
01/07/2025 22:00,8,12,8,16,-1391
01/07/2025 22:15,14,12,10,12,-636
01/07/2025 22:30,12,12,14,10,-89
01/07/2025 22:45,12,10,12,8,-899
01/07/2025 23:00,8,12,10,12,-347
02/07/2025 09:15,8,12,10,10,-953
02/07/2025 09:30,12,4,12,6,-5390
02/07/2025 09:45,4,0,4,2,-3546
02/07/2025 10:00,2,0,2,-2,1755
02/07/2025 10:15,0,0,2,2,-1012
02/07/2025 10:45,-2,2,0,4,399
02/07/2025 11:00,4,2,2,2,141
02/07/2025 11:15,4,2,4,4,-1066
02/07/2025 11:30,6,8,8,10,728
02/07/2025 13:45,10,8,10,10,4173
02/07/2025 14:00,10,8,8,8,-1287
02/07/2025 14:15,10,6,8,6,-724
02/07/2025 14:30,6,8,2,4,-680
02/07/2025 14:45,4,4,2,4,993
02/07/2025 15:00,2,4,4,4,-287
02/07/2025 21:15,2,8,2,2,29248
02/07/2025 21:30,2,6,4,4,8962
02/07/2025 21:45,6,8,4,8,7877
02/07/2025 22:00,8,6,8,6,5324
02/07/2025 22:15,6,8,8,8,8252
02/07/2025 22:30,10,10,8,10,-342
02/07/2025 22:45,10,8,10,10,7585
02/07/2025 23:00,12,10,8,14,6064
03/07/2025 09:15,12,10,4,2,12036
03/07/2025 09:30,4,4,2,2,7326
03/07/2025 09:45,2,4,2,4,7548
03/07/2025 10:00,4,4,2,2,1915
03/07/2025 10:15,-2,2,0,0,3422
03/07/2025 10:45,-2,2,0,2,2771
03/07/2025 11:00,2,4,2,4,3415
03/07/2025 11:15,2,2,2,4,3707
03/07/2025 11:30,4,6,4,6,6971
03/07/2025 13:45,2,10,6,6,-2676
03/07/2025 14:00,6,8,6,4,829
03/07/2025 14:15,6,6,4,6,1031
03/07/2025 14:30,6,6,4,4,-432
03/07/2025 14:45,2,4,0,4,-617
03/07/2025 15:00,4,6,4,4,-649
